"Code_geographique","Libelle_geographique","Salaire_net_horaire_moyen_en_2014_euro"
35253,"Saint-Aubin-du-Cormier","12,8"
35257,"Saint-Brice-en-Coglès","11,3"
35263,"Saint-Coulomb","13,7"
35265,"Saint-Domineuc","12,7"
35266,"Saint-Erblon","13,8"
35273,"Saint-Germain-en-Coglès","11,7"
35275,"Saint-Gilles","14,1"
35278,"Saint-Grégoire","18,8"
35281,"Saint-Jacques-de-la-Lande","12,3"
35284,"Saint-Jouan-des-Guérets","13,1"
35287,"Saint-Lunaire","14,6"
35288,"Saint-Malo","13,2"
35294,"Sainte-Marie","12,5"
35297,"Saint-Méen-le-Grand","11,6"
35299,"Saint-Méloir-des-Ondes","12,2"
35306,"Saint-Père","12,6"
35308,"Saint-Pierre-de-Plesguen","12,1"
35319,"Saint-Thurial","12,7"
35326,"Sens-de-Bretagne","12,3"
35327,"Servon-sur-Vilaine","13,7"
35328,"Sixt-sur-Aff","11,6"
35331,"Talensac","13,0"
35334,"Thorigné-Fouillard","16,9"
35337,"Tinténiac","12,6"
35347,"Val-d'Izé","12,0"
35352,"Vern-sur-Seiche","15,0"
35353,"Vezin-le-Coquet","14,0"
35360,"Vitré","13,1"
35363,"Pont-Péan","14,4"
36005,"Ardentes","12,6"
36006,"Argenton-sur-Creuse","11,9"
36018,"Le Blanc","11,1"
36031,"Buzançais","11,2"
36034,"Chabris","11,5"
36044,"Châteauroux","12,2"
36045,"Châtillon-sur-Indre","10,9"
36046,"La Châtre","11,8"
36063,"Déols","12,4"
36088,"Issoudun","12,1"
36093,"Levroux","11,2"
36159,"Le Poinçonnet","13,8"
36171,"Reuilly","11,7"
36202,"Saint-Maur","13,0"
36228,"Valençay","11,3"
36230,"Vatan","11,4"
36241,"Villedieu-sur-Indre","11,6"
37003,"Amboise","13,0"
37006,"Artannes-sur-Indre","13,8"
37008,"Athée-sur-Cher","13,8"
37010,"Auzouer-en-Touraine","12,8"
37014,"Azay-le-Rideau","13,6"
37015,"Azay-sur-Cher","15,8"
37018,"Ballan-Miré","15,5"
37022,"Beaumont-en-Véron","16,6"
37027,"Bléré","12,8"
37031,"Bourgueil","16,8"
37050,"Chambray-lès-Tours","13,9"
37054,"Chanceaux-sur-Choisille","14,2"
37063,"Château-Renault","11,2"
37072,"Chinon","14,2"
37074,"Chouzé-sur-Loire","13,5"
37077,"Cinq-Mars-la-Pile","12,9"
37091,"La Croix-en-Touraine","13,2"
37104,"Esvres","14,1"
37109,"Fondettes","16,7"
37115,"Descartes","12,1"
37122,"Joué-lès-Tours","12,9"
37123,"Langeais","12,5"
37124,"Larçay","16,0"
37130,"Ligueil","10,5"
37132,"Loches","12,0"
37139,"Luynes","14,4"
37151,"La Membrolle-sur-Choisille","15,6"
37152,"Mettray","16,0"
37153,"Monnaie","13,7"
37154,"Montbazon","15,0"
37156,"Montlouis-sur-Loire","14,2"
37159,"Monts","14,1"
37163,"Nazelles-Négron","12,5"
37172,"Notre-Dame-d'Oé","15,0"
37179,"Parçay-Meslay","13,9"
37195,"La Riche","12,5"
37203,"Rochecorbon","16,6"
37208,"Saint-Avertin","17,4"
37211,"Saint-Branchs","13,1"
37214,"Saint-Cyr-sur-Loire","16,7"
37225,"Saint-Martin-le-Beau","13,8"
37226,"Sainte-Maure-de-Touraine","11,8"
37233,"Saint-Pierre-des-Corps","12,3"
37243,"Savonnières","15,1"
37245,"Semblançay","14,1"
37250,"Sorigny","13,0"
37261,"Tours","13,4"
37263,"Truyes","13,7"
37266,"Veigné","14,9"
37267,"Véretz","14,9"
37270,"Vernou-sur-Brenne","14,5"
37273,"La Ville-aux-Dames","13,1"
37281,"Vouvray","15,4"
38001,"Les Abrets","12,3"
38006,"Allevard","13,9"
38012,"Aoste","12,5"
38013,"Apprieu","15,1"
38022,"Les Avenières","12,8"
38034,"Beaurepaire","11,6"
38039,"Bernin","22,1"
38045,"Biviers","29,1"
38052,"Le Bourg-d'Oisans","13,2"
38053,"Bourgoin-Jallieu","13,1"
38059,"Brié-et-Angonnes","19,1"
38061,"La Buisse","16,6"
38064,"Cessieu","13,6"
38071,"Champ-sur-Drac","14,4"
38072,"Chanas","13,7"
38075,"Chapareillan","15,0"
38085,"Charvieu-Chavagneux","13,1"
38087,"Chasse-sur-Rhône","12,9"
38095,"Chatte","12,9"
38097,"Chavanoz","13,3"
38100,"Le Cheylas","14,5"
38105,"Chirens","14,9"
38110,"Chuzelles","16,5"
38111,"Claix","19,1"
38124,"Corbelin","13,6"
38126,"Corenc","26,2"
38130,"La Côte-Saint-André","13,3"
38133,"Coublevie","19,0"
38138,"Crémieu","14,7"
38140,"Crolles","18,6"
38144,"Diémoz","15,0"
38148,"Dolomieu","14,4"
38150,"Domène","14,1"
38151,"Échirolles","13,0"
38157,"Estrablin","14,9"
38158,"Eybens","15,4"
38160,"Eyzin-Pinet","14,7"
38169,"Fontaine","12,9"
38170,"Fontanil-Cornillon","16,5"
38175,"Froges","14,9"
38179,"Gières","15,1"
38181,"Goncelin","14,5"
38182,"Le Grand-Lemps","13,7"
38185,"Grenoble","14,7"
38189,"Heyrieux","14,3"
38193,"L'Isle-d'Abeau","13,7"
38194,"Izeaux","13,7"
38199,"Jardin","17,2"
38200,"Jarrie","17,1"
38205,"Lans-en-Vercors","16,8"
38214,"Lumbin","18,8"
38215,"Luzinay","16,3"
38229,"Meylan","20,0"
38239,"Moirans","14,4"
38247,"Montalieu-Vercieu","12,4"
38249,"Montbonnot-Saint-Martin","20,4"
38261,"Morestel","13,8"
38269,"La Mure","12,0"
38276,"Nivolas-Vermelle","14,3"
38281,"Noyarey","15,8"
38298,"Le Péage-de-Roussillon","12,1"
38309,"Poisat","16,6"
38314,"Pontcharra","13,8"
38315,"Le Pont-de-Beauvoisin","12,9"
38316,"Pont-de-Chéruy","12,1"
38317,"Le Pont-de-Claix","12,7"
38318,"Pont-Évêque","12,4"
38332,"Renage","13,1"
38337,"Rives","13,5"
38344,"Roussillon","13,5"
38348,"Ruy","17,0"
38349,"Sablons","13,2"
38357,"Saint-André-le-Gaz","13,5"
38374,"Saint-Chef","14,6"
38377,"Saint-Clair-de-la-Tour","13,1"
38378,"Saint-Clair-du-Rhône","14,6"
38382,"Saint-Égrève","16,3"
38383,"Saint-Étienne-de-Crossey","16,7"
38384,"Saint-Étienne-de-Saint-Geoirs","13,0"
38386,"Saint-Geoire-en-Valdaine","14,1"
38388,"Saint-Georges-de-Commiers","15,2"
38389,"Saint-Georges-d'Espéranche","14,4"
38397,"Saint-Ismier","23,6"
38399,"Saint-Jean-de-Bournay","13,1"
38400,"Saint-Jean-de-Moirans","16,1"
38408,"Saint-Just-Chaleyssin","16,9"
38412,"Saint-Laurent-du-Pont","13,4"
38416,"Saint-Marcellin","12,3"
38421,"Saint-Martin-d'Hères","13,1"
38422,"Saint-Martin-d'Uriage","22,0"
38423,"Saint-Martin-le-Vinoux","14,3"
38425,"Saint-Maurice-l'Exil","14,2"
38431,"Saint-Nazaire-les-Eymes","22,3"
38436,"Saint-Paul-de-Varces","18,4"
38439,"Saint-Pierre-d'Allevard","14,7"
38449,"Saint-Quentin-Fallavier","12,9"
38451,"Saint-Romain-de-Jalionas","14,7"
38454,"Saint-Sauveur","13,4"
38455,"Saint-Savin","14,5"
38457,"Saint-Siméon-de-Bressieux","12,8"
38464,"Saint-Victor-de-Cessieu","13,4"
38468,"Salaise-sur-Sanne","13,9"
38474,"Sassenage","15,0"
38475,"Satolas-et-Bonce","14,5"
38485,"Seyssinet-Pariset","14,5"
38486,"Seyssins","18,5"
38487,"Seyssuel","16,7"
38503,"La Terrasse","17,9"
38507,"Tignieu-Jameyzieu","14,1"
38509,"La Tour-du-Pin","12,5"
38511,"Le Touvet","16,9"
38516,"La Tronche","18,4"
38517,"Tullins","14,1"
38519,"Valencin","16,4"
38524,"Varces-Allières-et-Risset","16,0"
38529,"Vaulnaveys-le-Haut","18,6"
38530,"Vaulx-Milieu","15,4"
38537,"La Verpillière","13,3"
38538,"Le Versoud","15,5"
38544,"Vienne","13,7"
38545,"Vif","14,9"
38547,"Villard-Bonnot","14,5"
38548,"Villard-de-Lans","13,3"
38553,"Villefontaine","12,7"
38557,"Villette-d'Anthon","16,1"
38559,"Vinay","13,0"
38562,"Vizille","13,0"
38563,"Voiron","14,3"
38565,"Voreppe","15,8"
39013,"Arbois","12,0"
39097,"Champagnole","11,5"
39189,"Damparis","13,3"
39198,"Dole","12,9"
39233,"Foucherans","12,5"
39300,"Lons-le-Saunier","12,0"
39333,"Moirans-en-Montagne","11,7"
39362,"Montmorot","12,6"
39367,"Morbier","12,9"
39368,"Morez","10,9"
39434,"Poligny","12,3"
39470,"Les Rousses","13,2"
39475,"Saint-Amour","11,8"
39478,"Saint-Claude","11,4"
39491,"Saint-Lupicin","12,5"
39500,"Salins-les-Bains","10,7"
39526,"Tavaux","15,4"
40001,"Aire-sur-l'Adour","12,8"
40036,"Bénesse-Maremne","12,5"
40046,"Biscarrosse","12,6"
40065,"Capbreton","13,4"
40088,"Dax","11,8"
40117,"Grenade-sur-l'Adour","11,1"
40119,"Hagetmau","11,3"
40133,"Labenne","13,9"
40134,"Labouheyre","11,1"
40184,"Mimizan","12,2"
40192,"Mont-de-Marsan","12,0"
40197,"Morcenx","11,3"
40202,"Narrosse","11,8"
40209,"Ondres","14,0"
40217,"Parentis-en-Born","11,8"
40224,"Peyrehorade","12,0"
40230,"Pontonx-sur-l'Adour","12,0"
40233,"Pouillon","12,5"
40243,"Rion-des-Landes","11,8"
40261,"Saint-Geours-de-Maremne","11,9"
40273,"Saint-Martin-de-Seignanx","12,8"
40279,"Saint-Paul-lès-Dax","12,0"
40281,"Saint-Pierre-du-Mont","12,1"
40282,"Saint-Sever","11,9"
40283,"Saint-Vincent-de-Paul","12,9"
40284,"Saint-Vincent-de-Tyrosse","11,9"
40287,"Sanguinet","13,3"
40296,"Seignosse","14,8"
40304,"Soorts-Hossegor","15,8"
40310,"Soustons","12,7"
40312,"Tarnos","12,7"
40313,"Tartas","12,0"
40317,"Tosse","13,1"
40331,"Villeneuve-de-Marsan","11,6"
40332,"Ychoux","11,9"
41018,"Blois","13,0"
41031,"Cellettes","15,2"
41032,"Chailles","14,2"
41047,"La Chaussée-Saint-Victor","14,4"
41059,"Contres","12,1"
41067,"Cour-Cheverny","14,5"
41097,"Gièvres","11,9"
41104,"Huisseau-sur-Cosson","14,1"
41106,"Lamotte-Beuvron","12,6"
41136,"Mer","12,9"
41149,"Montoire-sur-le-Loir","11,7"
41150,"Mont-près-Chambord","14,1"
41151,"Montrichard","11,4"
41158,"Naveil","13,7"
41161,"Nouan-le-Fuzelier","12,0"
41164,"Noyers-sur-Cher","11,5"
41167,"Onzain","12,8"
41185,"Pruniers-en-Sologne","13,3"
41194,"Romorantin-Lanthenay","12,0"
41198,"Saint-Aignan","11,7"
41211,"Saint-Georges-sur-Cher","12,9"
41212,"Saint-Gervais-la-Forêt","15,2"
41220,"Saint-Laurent-Nouan","14,6"
41226,"Saint-Ouen","13,2"
41232,"Salbris","11,9"
41238,"Savigny-sur-Braye","11,9"
41242,"Selles-sur-Cher","11,3"
41269,"Vendôme","13,2"
41276,"Villebarou","13,2"
41280,"Villefranche-sur-Cher","12,1"
41295,"Vineuil","14,5"
42005,"Andrézieux-Bouthéon","13,1"
42011,"Balbigny","11,9"
42013,"Bellegarde-en-Forez","13,1"
42019,"Boën-sur-Lignon","11,8"
42022,"Bonson","12,9"
42023,"Bourg-Argental","12,1"
42044,"Le Chambon-Feugerolles","11,3"
42052,"Charlieu","11,3"
42056,"Chavanay","13,7"
42059,"Chazelles-sur-Lyon","12,2"
42069,"Commelle-Vernay","13,2"
42071,"Le Coteau","11,7"
42092,"L'Étrat","20,3"
42094,"Feurs","12,0"
42095,"Firminy","11,6"
42097,"La Fouillouse","16,1"
42099,"Fraisses","12,8"
42103,"La Grand-Croix","12,4"
42110,"L'Horme","12,1"
42123,"Lorette","12,4"
42127,"Mably","11,9"
42147,"Montbrison","12,7"
42149,"Montrond-les-Bains","13,3"
42165,"Panissières","11,7"
42168,"Pélussin","14,6"
42170,"Perreux","13,7"
42177,"Pouilly-sous-Charlieu","11,7"
42182,"Renaison","13,4"
42183,"La Ricamarie","11,1"
42184,"Riorges","12,8"
42186,"Rive-de-Gier","12,3"
42187,"Roanne","11,5"
42189,"Roche-la-Molière","12,7"
42207,"Saint-Chamond","12,4"
42211,"Saint-Cyprien","13,6"
42218,"Saint-Étienne","12,6"
42222,"Saint-Galmier","15,7"
42223,"Saint-Genest-Lerpt","14,7"
42224,"Saint-Genest-Malifaux","13,6"
42225,"Genilac","14,0"
42234,"Saint-Héand","14,5"
42237,"Saint-Jean-Bonnefonds","13,8"
42256,"Saint-Marcellin-en-Forez","13,4"
42259,"Saint-Martin-la-Plaine","14,6"
42271,"Saint-Paul-en-Jarez","13,5"
42275,"Saint-Priest-en-Jarez","15,8"
42279,"Saint-Just-Saint-Rambert","15,2"
42285,"Saint-Romain-le-Puy","13,0"
42299,"Savigneux","13,5"
42302,"Sorbiers","14,6"
42304,"Sury-le-Comtal","12,5"
42305,"La Talaudière","13,5"
42316,"Unieux","12,5"
42323,"Veauche","13,9"
42330,"Villars","14,1"
42332,"Villerest","13,6"
43012,"Aurec-sur-Loire","13,0"
43020,"Bas-en-Basset","12,8"
43025,"Beauzac","12,5"
43040,"Brioude","11,4"
43041,"Brives-Charensac","12,0"
43046,"Chadrac","12,4"
43051,"Le Chambon-sur-Lignon","11,8"
43078,"Coubon","12,4"
43080,"Craponne-sur-Arzon","11,2"
43087,"Dunières","12,0"
43089,"Espaly-Saint-Marcel","12,5"
43112,"Langeac","11,1"
43137,"Monistrol-sur-Loire","13,1"
43152,"Polignac","13,1"
43157,"Le Puy-en-Velay","11,8"
43162,"Retournac","11,7"
43177,"Saint-Didier-en-Velay","12,3"
43184,"Saint-Ferréol-d'Auroure","13,9"
43185,"Sainte-Florine","11,7"
43190,"Saint-Germain-Laprade","12,7"
43205,"Saint-Just-Malmont","12,1"
43211,"Saint-Maurice-de-Lignon","12,2"
43213,"Saint-Pal-de-Mons","12,5"
43216,"Saint-Paulien","11,4"
43224,"Sainte-Sigolène","12,0"
43244,"Tence","11,3"
43251,"Vals-près-le-Puy","12,3"
43268,"Yssingeaux","11,9"
44002,"Aigrefeuille-sur-Maine","13,3"
44003,"Ancenis","13,1"
44005,"Arthon-en-Retz","12,0"
44007,"Avessac","11,4"
44009,"Basse-Goulaine","16,9"
44010,"Batz-sur-Mer","12,5"
44012,"La Bernerie-en-Retz","13,1"
44013,"Besné","13,1"
44014,"Le Bignon","13,7"
44015,"Blain","12,4"
44018,"Bouaye","14,2"
44020,"Bouguenais","13,4"
44021,"Bourgneuf-en-Retz","12,0"
44022,"Boussay","11,8"
44023,"Bouvron","12,4"
44024,"Brains","14,0"
44025,"Campbon","13,2"
44026,"Carquefou","17,1"
44027,"Casson","14,3"
44028,"Le Cellier","15,2"
44029,"La Chapelle-Basse-Mer","12,8"
44030,"La Chapelle-des-Marais","12,1"
44032,"La Chapelle-Heulin","13,6"
44033,"La Chapelle-Launay","14,1"
44035,"La Chapelle-sur-Erdre","16,6"
44036,"Châteaubriant","12,0"
44037,"Château-Thébaud","13,9"
44038,"Chauvé","11,7"
44040,"Chéméré","12,0"
44041,"La Chevrolière","13,5"
44043,"Clisson","13,9"
44045,"Cordemais","13,1"
44046,"Corsept","13,0"
44047,"Couëron","13,6"
44048,"Couffé","12,8"
44049,"Le Croisic","12,6"
44050,"Crossac","13,0"
44051,"Derval","11,9"
44052,"Donges","12,8"
44053,"Drefféac","12,6"
44054,"Erbray","12,3"
44055,"La Baule-Escoublac","16,2"
44056,"Fay-de-Bretagne","12,6"
44057,"Fégréac","11,7"
44061,"Frossay","12,6"
44063,"Gétigné","12,6"
44064,"Gorges","13,3"
44066,"Grandchamps-des-Fontaines","14,2"
44067,"Guémené-Penfao","11,7"
44068,"Guenrouet","12,2"
44069,"Guérande","13,6"
44070,"La Haie-Fouassière","14,1"
44071,"Haute-Goulaine","15,8"
44072,"Herbignac","12,3"
44073,"Héric","13,3"
44074,"Indre","13,9"
44077,"Joué-sur-Erdre","12,6"
44079,"Le Landreau","12,7"
44081,"Legé","11,3"
44082,"Ligné","13,1"
44083,"La Limouzinière","12,3"
44084,"Le Loroux-Bottereau","12,8"
44087,"Machecoul","11,8"
44088,"Maisdon-sur-Sèvre","12,3"
44089,"Malville","13,2"
44094,"Mauves-sur-Loire","14,8"
44096,"Mésanger","12,6"
44098,"Missillac","12,3"
44101,"La Montagne","13,5"
44102,"Montbert","13,0"
44103,"Montoir-de-Bretagne","12,4"
44108,"Mouzillon","12,5"
44109,"Nantes","14,7"
44110,"Nort-sur-Erdre","13,0"
44111,"Notre-Dame-des-Landes","12,6"
44113,"Nozay","11,6"
44114,"Orvault","16,2"
44115,"Oudon","14,2"
44116,"Paimboeuf","12,1"
44117,"Le Pallet","13,0"
44120,"Le Pellerin","13,0"
44122,"Petit-Mars","13,9"
44125,"Piriac-sur-Mer","13,7"
44126,"La Plaine-sur-Mer","12,5"
44127,"La Planche","11,5"
44128,"Plessé","12,2"
44129,"Pontchâteau","13,0"
44130,"Pont-Saint-Martin","14,0"
44131,"Pornic","14,5"
44132,"Pornichet","15,3"
44133,"Port-Saint-Père","13,3"
44135,"Le Pouliguen","13,1"
44137,"Prinquiau","13,4"
44143,"Rezé","13,4"
44144,"Riaillé","11,7"
44145,"Rouans","13,0"
44146,"Rougé","11,6"
44149,"Saffré","12,4"
44150,"Saint-Aignan-Grandlieu","13,6"
44151,"Saint-André-des-Eaux","14,6"
44152,"Sainte-Anne-sur-Brivet","12,9"
44154,"Saint-Brevin-les-Pins","14,2"
44155,"Saint-Colomban","12,2"
44156,"Corcoué-sur-Logne","12,0"
44158,"Saint-Étienne-de-Montluc","15,4"
44160,"Saint-Géréon","13,4"
44161,"Saint-Gildas-des-Bois","11,9"
44162,"Saint-Herblain","13,3"
44163,"Saint-Herblon","13,0"
44164,"Saint-Hilaire-de-Chaléons","12,4"
44165,"Saint-Hilaire-de-Clisson","12,8"
44166,"Saint-Jean-de-Boiseau","13,7"
44168,"Saint-Joachim","12,5"
44169,"Saint-Julien-de-Concelles","13,7"
44172,"Sainte-Luce-sur-Loire","14,7"
44173,"Saint-Lumine-de-Clisson","12,9"
44175,"Saint-Lyphard","12,9"
44176,"Saint-Malo-de-Guersac","12,8"
44178,"Saint-Mars-de-Coutais","13,3"
44179,"Saint-Mars-du-Désert","13,6"
44180,"Saint-Mars-la-Jaille","11,2"
44182,"Saint-Michel-Chef-Chef","12,7"
44183,"Saint-Molf","12,5"
44184,"Saint-Nazaire","13,0"
44185,"Saint-Nicolas-de-Redon","11,9"
44186,"Sainte-Pazanne","13,0"
44187,"Saint-Père-en-Retz","11,8"
44188,"Saint-Philbert-de-Grand-Lieu","13,4"
44189,"Sainte-Reine-de-Bretagne","12,2"
44190,"Saint-Sébastien-sur-Loire","14,3"
44192,"Saint-Viaud","12,6"
44194,"Sautron","18,2"
44195,"Savenay","14,4"
44198,"Les Sorinières","14,3"
44201,"Sucé-sur-Erdre","17,9"
44204,"Thouaré-sur-Loire","15,3"
44205,"Les Touches","12,3"
44209,"Treillières","16,1"
44210,"Trignac","12,0"
44211,"La Turballe","12,7"
44212,"Vallet","13,1"
44213,"Varades","11,9"
44214,"Vay","11,9"
44215,"Vertou","16,1"
44216,"Vieillevigne","12,2"
44217,"Vigneux-de-Bretagne","15,9"
44223,"Geneston","13,3"
45004,"Amilly","13,5"
45024,"Baule","13,9"
45028,"Beaugency","13,8"
45034,"Boigny-sur-Bionne","15,9"
45040,"Bonny-sur-Loire","12,3"
45053,"Briare","13,1"
45061,"Cepoy","13,2"
45067,"Chaingy","14,6"
45068,"Châlette-sur-Loing","11,6"
45075,"La Chapelle-Saint-Mesmin","13,6"
45082,"Châteauneuf-sur-Loire","13,6"
45083,"Château-Renard","13,0"
45087,"Châtillon-sur-Loire","13,3"
45089,"Chécy","15,5"
45093,"Chevilly","13,1"
45098,"Cléry-Saint-André","14,2"
45104,"Corquilleroy","12,3"
45108,"Coullons","12,9"
45115,"Courtenay","12,4"
45119,"Dadonville","12,9"
45126,"Donnery","15,8"
45127,"Dordives","13,0"
45142,"Fay-aux-Loges","14,4"
45145,"Ferrières-en-Gâtinais","13,2"
45146,"La Ferté-Saint-Aubin","13,6"
45147,"Fleury-les-Aubrais","13,1"
45155,"Gien","12,9"
45169,"Ingré","14,4"
45173,"Jargeau","13,9"
45179,"Lailly-en-Val","13,3"
45187,"Lorris","13,1"
45188,"Loury","14,7"
45191,"Malesherbes","12,8"
45193,"Marcilly-en-Villette","14,8"
45194,"Mardié","14,8"
45203,"Meung-sur-Loire","13,5"
45208,"Montargis","12,3"
45224,"Neuville-aux-Bois","12,9"
45229,"Nogent-sur-Vernisson","13,0"
45232,"Olivet","16,5"
45234,"Orléans","13,7"
45235,"Ormes","14,3"
45244,"Ouzouer-sur-Loire","16,3"
45247,"Pannes","12,8"
45248,"Patay","12,2"
45252,"Pithiviers","11,9"
45254,"Poilly-lez-Gien","13,7"
45258,"Puiseaux","12,9"
45269,"Saint-Ay","13,9"
45270,"Saint-Benoît-sur-Loire","13,2"
45272,"Saint-Cyr-en-Val","16,3"
45273,"Saint-Denis-de-l'Hôtel","13,7"
45274,"Saint-Denis-en-Val","16,0"
45282,"Saint-Hilaire-Saint-Mesmin","16,3"
45284,"Saint-Jean-de-Braye","13,6"
45285,"Saint-Jean-de-la-Ruelle","12,3"
45286,"Saint-Jean-le-Blanc","15,4"
45298,"Saint-Pryvé-Saint-Mesmin","15,2"
45300,"Sandillon","15,0"
45302,"Saran","13,2"
45308,"Semoy","15,0"
45315,"Sully-sur-Loire","13,1"
45324,"Tigy","13,3"
45327,"Traînou","14,1"
45338,"Villemandeur","13,2"
46042,"Cahors","12,1"
46102,"Figeac","12,7"
46127,"Gourdon","11,8"
46128,"Gramat","12,7"
46224,"Pradines","13,2"
46225,"Prayssac","11,1"
46231,"Puy-l'Évêque","10,9"
46251,"Saint-Céré","12,4"
46309,"Souillac","11,2"
47001,"Agen","12,3"
47004,"Aiguillon","11,3"
47015,"Astaffort","11,8"
47027,"Bias","11,5"
47031,"Boé","12,5"
47032,"Bon-Encontre","13,9"
47049,"Casseneuil","11,8"
47051,"Castelculier","12,6"
47052,"Casteljaloux","11,7"
47065,"Clairac","11,7"
47069,"Colayrac-Saint-Cirq","12,6"
47100,"Foulayronnes","13,7"
47106,"Fumel","10,9"
47143,"Lavardac","11,5"
47145,"Layrac","12,5"
47157,"Marmande","11,8"
47168,"Miramont-de-Guyenne","10,3"
47175,"Monflanquin","11,3"
47179,"Monsempron-Libos","11,1"
47185,"Montayral","11,4"
47195,"Nérac","11,7"
47201,"Le Passage","12,4"
47203,"Penne-d'Agenais","12,5"
47209,"Pont-du-Casse","13,1"
47215,"Pujols","12,2"
47233,"Sainte-Bazeille","11,7"
47252,"Sainte-Livrade-sur-Lot","10,6"
47280,"Saint-Sylvestre-sur-Lot","11,6"
47310,"Tonneins","11,3"
47323,"Villeneuve-sur-Lot","11,4"
48034,"La Canourgue","11,6"
48080,"Langogne","11,3"
48092,"Marvejols","11,3"
48095,"Mende","11,6"
48140,"Saint-Chély-d'Apcher","11,2"
49002,"Allonnes","12,0"
49004,"Andard","13,2"
49007,"Angers","13,1"
49015,"Avrillé","14,9"
49018,"Baugé-en-Anjou","11,6"
49020,"Beaucouzé","14,2"
49021,"Beaufort-en-Vallée","11,9"
49023,"Beaupréau","12,0"
49026,"Bécon-les-Granits","12,0"
49035,"Bouchemaine","16,6"
49042,"Brain-sur-l'Authion","13,3"
49048,"Briollay","14,0"
49050,"Brissac-Quincé","12,6"
49054,"Candé","11,6"
49055,"Cantenay-Épinard","14,1"
49063,"Chalonnes-sur-Loire","12,7"
49065,"Champigné","11,3"
49069,"Champtoceaux","14,1"
49080,"Châteauneuf-sur-Sarthe","11,6"
49092,"Chemillé-Melay","11,6"
49099,"Cholet","12,7"
49103,"Combrée","11,1"
49106,"Corné","13,6"
49125,"Doué-la-Fontaine","11,0"
49126,"Drain","12,1"
49127,"Durtal","12,1"
49129,"Écouflant","13,3"
49135,"Feneu","12,8"
49149,"Gennes","11,4"
49151,"Gesté","11,3"
49153,"Valanjou","11,0"
49162,"Jallais","11,4"
49167,"Juigné-sur-Loire","16,1"
49176,"Le Lion-d'Angers","12,2"
49177,"Liré","12,5"
49179,"Le Longeron","11,3"
49180,"Longué-Jumelles","11,2"
49183,"Le Louroux-Béconnais","11,6"
49192,"Maulévrier","11,9"
49193,"Le May-sur-Èvre","11,4"
49194,"Mazé","12,5"
49196,"La Meignanne","14,0"
49200,"La Membrolle-sur-Longuenée","12,6"
49201,"La Ménitré","12,0"
49206,"Montfaucon-Montigné","12,0"
49212,"Montjean-sur-Loire","12,2"
49214,"Montreuil-Juigné","13,7"
49215,"Montreuil-Bellay","11,2"
49222,"Mozé-sur-Louet","13,2"
49223,"Mûrs-Erigné","13,6"
49238,"Pellouailles-les-Vignes","12,5"
49241,"Le Plessis-Grammoire","14,4"
49244,"La Pommeraye","11,4"
49246,"Les Ponts-de-Cé","13,3"
49247,"La Possonnière","13,2"
49248,"Pouancé","11,8"
49259,"Rochefort-sur-Loire","13,0"
49261,"Les Rosiers-sur-Loire","12,1"
49264,"Saint-André-de-la-Marche","12,3"
49267,"Saint-Barthélemy-d'Anjou","13,1"
49269,"Saint-Christophe-du-Bois","12,1"
49271,"Saint-Clément-de-la-Place","12,7"
49276,"Saint-Florent-le-Vieil","12,1"
49278,"Sainte-Gemmes-sur-Loire","13,7"
49283,"Saint-Georges-sur-Loire","12,5"
49285,"Saint-Germain-sur-Moine","11,9"
49294,"Saint-Lambert-la-Potherie","14,5"
49296,"Saint-Laurent-des-Autels","11,5"
49299,"Saint-Léger-sous-Cholet","12,7"
49301,"Saint-Macaire-en-Mauges","11,9"
49307,"Saint-Mathurin-sur-Loire","13,5"
49308,"Saint-Melaine-sur-Aubance","14,3"
49313,"Saint-Pierre-Montlimart","11,5"
49323,"Saint-Sylvain-d'Anjou","13,3"
49328,"Saumur","12,4"
49331,"Segré","12,0"
49332,"La Séguinière","13,0"
49333,"Seiches-sur-le-Loir","12,3"
49337,"Soucelles","13,8"
49343,"La Tessoualle","12,9"
49347,"Tiercé","13,0"
49350,"Torfou","11,7"
49353,"Trélazé","12,0"
49355,"Trémentines","12,2"
49367,"Vern-d'Anjou","11,7"
49373,"Vihiers","11,4"
49375,"Villedieu-la-Blouère","11,7"
49377,"Villevêque","14,1"
49378,"Vivy","11,4"
50002,"Agneaux","14,0"
50003,"Agon-Coutainville","14,5"
50025,"Avranches","11,7"
50031,"Barneville-Carteret","14,7"
50066,"Jullouville","14,4"
50074,"Brécey","11,5"
50076,"Bréhal","12,7"
50082,"Bricquebec","13,8"
50087,"Brix","13,6"
50099,"Carentan","11,7"
50129,"Cherbourg-Octeville","13,9"
50139,"Condé-sur-Vire","12,4"
50147,"Coutances","11,6"
50151,"Créances","11,4"
50165,"Donville-les-Bains","13,2"
50168,"Ducey","11,6"
50173,"Équeurdreville-Hainneville","14,2"
50203,"La Glacerie","12,6"
50215,"Gouville-sur-Mer","13,0"
50218,"Granville","12,4"
50267,"Lessay","11,5"
50292,"Marigny","12,0"
50341,"Montebourg","10,6"
50393,"Percy","11,7"
50394,"Périers","11,1"
50402,"Les Pieux","16,9"
50410,"Pontorson","11,1"
50416,"Querqueville","14,3"
50444,"Saint-Amand","12,2"
50484,"Saint-Hilaire-du-Harcouët","11,4"
50487,"Saint-James","11,6"
50502,"Saint-Lô","12,3"
50516,"Saint-Martin-des-Champs","14,2"
